scopeId,FAILURE_REASON,entityId,userId,createdOn,versionNumber,modifiedOn,cancelControl,submitterId,name,cancelRequested,objectId,status,canCancel,teamId,ci,spearman,team,f1,average_AUC,pearson,rmse
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17024820,3380306,1541684410720,1,1541685003567,"{""submissionId"":""9682534"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,PRAY 2,false,9682534,INVALID,false,NA,NA,NA,NA,NA,NA,NA,NA
9614078,,syn17024828,3380306,1541687134838,1,1541687408363,"{""submissionId"":""9682538"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,round_1_template(4).csv,false,9682538,SCORED,false,NA,0.5552,0.1691,LinZequan,0.3023,0.5945,0.1954,1.3332
9614078,,syn17025503,3365527,1541741795733,1,1541742006803,"{""submissionId"":""9682567"",""userId"":""3365527"",""canCancel"":false,""cancelRequested"":false}",3365527,correct baseline,false,9682567,SCORED,false,NA,0.5505,0.143,David Koes,0.2234,0.6048,0.1582,1.4379
9614078,,syn17025505,3379677,1541743488513,1,1541743808095,"{""submissionId"":""9682568"",""userId"":""3379677"",""canCancel"":false,""cancelRequested"":false}",3379677,average_results_my_kernel.csv,false,9682568,SCORED,false,NA,0.5438,0.1105,Synapse Synapse,0.08,0.5483,0.0973,1.533
9614078,,syn17025902,3319559,1541782260729,1,1541782807109,"{""submissionId"":""9682579"",""userId"":""3319559"",""canCancel"":false,""cancelRequested"":false}",3319559,baseline,false,9682579,SCORED,false,NA,0.6023,0.323,Yuanfang Guan 小黄药师,0.4254,0.6713,0.3122,1.6494
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn15667962,1946958,1541787875030,1,1541788203610,"{""submissionId"":""9682580"",""userId"":""1946958"",""canCancel"":false,""cancelRequested"":false}",1946958,IDG-DREAM Drug-Kinase Binding Prediction Challenge,false,9682580,INVALID,false,NA,NA,NA,NA,NA,NA,NA,NA
9614078,"After merging submission file and gold standard, prediction column has variance of 0.",syn17025991,1946958,1541790672705,1,1541791203339,"{""submissionId"":""9682583"",""userId"":""1946958"",""canCancel"":false,""cancelRequested"":false}",1946958,round_1_template_1.csv,false,9682583,INVALID,false,NA,NA,NA,NA,NA,NA,NA,NA
9614078,,syn17026011,1946958,1541791039604,1,1541791208936,"{""submissionId"":""9682584"",""userId"":""1946958"",""canCancel"":false,""cancelRequested"":false}",1946958,round_1_template_2.csv,false,9682584,SCORED,false,NA,0.5,NaN,Leon Huang,0.4448,0.5,0.0,2.298
9614078,,syn17026014,1946958,1541791830342,1,1541792406974,"{""submissionId"":""9682585"",""userId"":""1946958"",""canCancel"":false,""cancelRequested"":false}",1946958,round_1_template_3.csv,false,9682585,SCORED,false,NA,0.5,NaN,Leon Huang,0.0,0.5,-0.0,1.2428
9614078,,syn17026025,3378816,1541794414854,1,1541794805843,"{""submissionId"":""9682586"",""userId"":""3378816"",""canCancel"":false,""cancelRequested"":false}",3378816,predictions.csv,false,9682586,SCORED,false,NA,0.5401,0.0274,Daniel Espinoza,0.4448,0.5125,0.0206,29.2535
